Change,Current Ratio,Debt / Equity Ratio,PE Ratio,PB Ratio,RSI,Bollinger Middle,Bollinger Upper,Bollinger Lower,OBV,EMA20,Inflation,GDP
1,1.38,1.08,75.62,7.08,76.89869738,104.8685104,144.3154459,65.42157497,4093245355,106.8499444,2.442583297,2.945385182
1,1.36,1.04,65.58,6.18,76.44802544,107.9897247,147.5704259,68.40902353,3916110372,109.8227707,2.442583297,2.945385182
1,1.38,0.97,70.23,6.11,81.9753209,112.0056324,155.2069491,68.80431566,4084758519,114.5525984,2.442583297,2.945385182
0,1.49,1,48.94,6.78,61.96755688,114.2561634,156.7184643,71.79386248,3858587392,116.2256838,2.442583297,2.945385182
1,1.29,0.89,14.46,5.38,69.7533298,117.7804356,162.7135587,72.84731239,4035962792,120.291809,1.812210075,2.294439305
1,1.24,0.86,17.19,6.17,73.20704773,122.0791504,171.2769007,72.88140006,4208700292,125.4630649,1.812210075,2.294439305
1,1.2,0.91,18.11,7.11,70.236237,126.1002617,176.8744653,75.32605804,4045477092,129.628487,1.812210075,2.294439305
1,1.32,1.03,19.32,6.72,72.0066236,130.1872276,183.4708773,76.90357798,4210922292,134.1400597,1.812210075,2.294439305
0,1.34,0.87,20.59,6.84,53.14699184,131.9044285,183.2945373,80.51431969,3961696192,134.10672,1.233584396,-2.767953145
0,1.3,0.91,15.11,5.4,56.23256657,134.2731739,183.3650685,85.18127927,4196407092,135.1051273,1.233584396,-2.767953145
0,1.63,1.22,17.35,5.59,61.31804665,137.989946,184.3757793,91.60411271,4402860792,137.9151152,1.233584396,-2.767953145
1,1.64,1.23,23.19,6.39,70.25785843,143.6879219,196.8855912,90.49025266,4591659092,145.0374849,1.233584396,-2.767953145
1,1.47,1.28,31.23,8.51,70.91565511,149.2001694,208.4763406,89.92399819,4766244392,151.8977252,4.697858864,5.946623245
1,1.43,1.19,32.64,8.39,71.27264174,154.6228725,218.5509477,90.69479739,4931709392,158.3217519,4.697858864,5.946623245
0,1.41,1.19,30.63,8.49,68.4663068,159.6792049,225.0357791,94.32263081,4754906592,163.4606326,4.697858864,5.946623245
0,1.29,1.19,26.78,8.21,66.95243299,164.552887,229.2068465,99.89892738,4588674892,167.751048,4.697858864,5.946623245
0,1.3,1.06,25.9,7.73,61.53803558,168.2978088,230.7611992,105.8344185,4356715392,170.3061865,8.002799821,2.06180457
0,1.21,1.05,25.42,7.27,54.46549278,170.6007233,230.247526,110.9539205,4155484892,170.6398827,8.002799821,2.06180457
0,1.2,1.09,23.29,6.75,52.33241497,172.1566933,229.6821584,114.6312281,3990230792,170.2903702,8.002799821,2.06180457
1,1.24,0.96,20.93,6.35,63.10112575,175.5223038,234.6187234,116.4258842,4179736892,174.4817638,8.002799821,2.06180457
1,1.25,1.17,29.01,8.63,63.10112575,175.5223038,234.6187234,116.4258842,4179736892,174.4817638,8.002799821,2.06180457
1,1.26,1.13,24.44,7.55,63.10112575,175.5223038,234.6187234,116.4258842,4179736892,174.4817638,8.002799821,2.06180457
0,1.17,1.92,13.32,11.93,59.96566345,150.8030605,225.6446391,75.96148195,3845146231,158.6913913,1.464832656,1.841876169
0,1.21,1.82,12.57,10.21,60.59283189,155.7461773,224.1312711,87.36108344,4190268806,160.6561377,1.464832656,1.841876169
1,1.28,1.74,12.36,8.94,61.91550011,160.3159668,223.2140746,97.41785903,4534955198,162.8817299,1.622222977,2.287772842
0,1.17,2.65,12.66,12.07,57.20043318,163.9894848,220.5946111,107.3843585,4255713781,163.8737822,1.622222977,2.287772842
1,1.14,2.67,10.96,10.56,59.72064435,167.3460815,219.5710979,115.1210652,4480845932,165.5507403,1.622222977,2.287772842
0,1.12,3.21,14.88,13.29,49.04281125,168.7581276,217.7708784,119.7453768,4137910440,164.3920339,1.622222977,2.287772842
0,1.2,3.43,13.21,13.38,49.06283302,170.2997147,215.1743337,125.4250956,4451690044,163.3491431,0.118627136,2.706370303
0,1.3,3.2,13.26,13.07,49.82716458,172.1725639,210.8695317,133.4755962,4695002720,162.6022436,0.118627136,2.706370303
0,1.27,2.83,14.2,11.71,44.00355938,172.6902504,209.2399525,136.1405483,4413214608,160.3158062,0.118627136,2.706370303
0,1.25,2.98,9.99,10.68,41.81670274,172.2533478,210.5100894,133.9966062,4095655600,157.5779076,0.118627136,2.706370303
0,1.24,2.8,10.12,9.36,47.13997735,171.6978981,211.1909323,132.2048639,4449931198,156.3599805,1.261583206,1.667476026
1,1.37,3.05,11.3,9.75,47.26396221,170.7528694,211.8104907,129.6952481,4707984839,155.2880932,1.261583206,1.667476026
1,1.3,2.83,12.21,9.26,49.97132196,169.9870949,211.8462063,128.1279834,4926670491,154.9620121,1.261583206,1.667476026
1,1.2,2.5,12.83,8.93,52.61692923,169.1319321,211.1800102,127.0838539,5161117165,155.3170821,1.261583206,1.667476026
1,1.21,2.31,13.3,8.65,55.5090884,167.4823151,207.161404,127.8032261,5399670120,156.3803926,2.130110004,2.241916613
0,1.18,2.33,14.15,8.96,47.69607668,165.4866165,205.0574169,125.9158161,5099093235,155.4932126,2.130110004,2.241916613
0,1.25,2.48,12.64,7.85,44.77229074,162.5052589,200.6903755,124.3201423,4835672049,153.8938412,2.130110004,2.241916613
0,1.41,2.32,11.96,6.89,48.04163838,160.6826012,198.2312644,123.133938,5153561177,153.2061454,2.130110004,2.241916613
0,1.33,2.66,24.69,8.07,48.04561272,157.8207466,190.1077724,125.5337208,5511050717,152.5848555,2.442583297,2.945385182
0,1.38,2.55,24.87,7.78,43.16699351,155.3632896,187.1783261,123.5482532,5195828576,150.7726228,2.442583297,2.945385182
0,1.32,2.46,22.28,6.92,47.93944214,153.7394844,184.2525416,123.2264272,5478266358,150.180966,2.442583297,2.945385182
0,1.31,2.37,24.12,6.98,37.02037732,150.2069794,184.2140159,116.1999428,5001901222,146.227648,2.442583297,2.945385182
1,1.29,2.73,11.84,6.15,46.59255058,147.7504784,178.5807156,116.9202411,5277559455,145.1483326,1.812210075,2.294439305
0,1.36,3.33,14.53,7.62,45.71953897,145.677343,174.8908809,116.4638051,5050498483,143.8804506,1.812210075,2.294439305
1,1.83,4.44,14,6.93,48.17696072,143.5544937,167.8003908,119.3085966,5299680679,143.4180131,1.812210075,2.294439305
0,1.09,3.98,16.7,7.17,44.86664406,142.292543,166.9837749,117.6013112,5061144143,141.9634699,1.812210075,2.294439305
0,1.02,3.27,12.59,5.7,39.00531759,139.9230404,168.6461824,111.1998984,4620283805,138.5432945,1.233584396,-2.767953145
0,0.96,3.47,10.93,4.93,42.45260847,137.9206501,167.5872887,108.2540115,4980711978,136.34478,1.233584396,-2.767953145
0,1.04,3.39,13.61,5.22,42.77119876,136.8068832,167.9256916,105.6880749,5265955551,134.4375927,1.233584396,-2.767953145
1,1.05,3.32,13.71,5.11,44.32394271,136.2456982,168.1178687,104.3735276,5648381519,133.0953619,1.233584396,-2.767953145
1,0.98,3.16,20.07,5.45,47.03674941,135.3761955,167.2173927,103.5349984,6077851649,132.5529103,4.697858864,5.946623245
1,0.93,2.86,22.18,5.57,51.62193716,135.1281075,166.7387122,103.5175027,6397300468,133.2758143,4.697858864,5.946623245
1,0.84,2.72,24.56,5.97,48.99690545,134.1759087,164.8459133,103.505904,6128538403,133.2324288,4.697858864,5.946623245
1,0.84,2.65,26.13,5.6,49.31518519,132.9243965,161.4594054,104.3893876,6513337461,133.2731502,4.697858864,5.946623245
0,0.88,2.92,20.87,6.34,47.91925011,131.1013046,155.1308437,107.0717656,6171254861,132.9633268,8.002799821,2.06180457
1,0.92,3.02,21.18,6.14,52.37439219,130.8075546,154.1840819,107.4310274,6497976361,133.7468197,8.002799821,2.06180457
0,0.88,2.75,22.73,6.54,44.2136056,129.8130638,153.452791,106.1733366,6203499661,132.3242652,8.002799821,2.06180457
1,0.95,2.68,85.03,5.35,52.13739569,129.523912,152.4627491,106.585075,6497063261,133.1400494,8.002799821,2.06180457
1,0.92,2.46,77.72,5.81,52.13739569,129.523912,152.4627491,106.585075,6497063261,133.1400494,8.002799821,2.06180457
1,1.16,2.85,64.87,5.5,52.13739569,129.523912,152.4627491,106.585075,6497063261,133.1400494,8.002799821,2.06180457
1,2.55,0.25,12.7,2.24,51.03386776,21.15750012,27.75891191,14.55608833,6564396200,22.39743523,1.464832656,1.841876169
1,2.26,0.24,12.1,2.07,56.3428932,21.72250009,27.92500241,15.51999776,8568524800,22.73672703,1.464832656,1.841876169
1,2.37,0.23,13.23,2.18,56.02014441,22.26150007,27.89111544,16.63188471,6636492000,23.02941964,1.622222977,2.287772842
1,2.26,0.23,13.4,2.19,63.63296652,22.97900009,29.14615751,16.81184268,8625397000,23.77899869,1.622222977,2.287772842
1,2.37,0.22,14.95,2.6,68.19850845,23.74150009,31.57896162,15.90403857,10612387000,24.83052259,1.622222977,2.287772842
1,1.85,0.24,15.9,3.03,69.73301896,24.53600016,33.92539477,15.14660554,12669763700,25.92190148,1.622222977,2.287772842
1,1.73,0.24,15.51,3.25,59.22341051,24.98500013,34.75304891,15.21695136,10612602200,26.43124424,0.118627136,2.706370303
0,1.76,0.24,12.88,2.76,57.63936625,25.5335001,35.22844565,15.83855455,8843832300,26.81112575,0.118627136,2.706370303
0,1.97,0.23,12.6,2.55,57.09759448,26.08050003,35.51535339,16.64564667,6626852500,27.12816133,0.118627136,2.706370303
1,2.4,0.37,11.94,2.4,62.88114738,26.75150003,36.55576919,16.94723088,8217686900,27.82547937,0.118627136,2.706370303
1,2.45,0.37,14.46,2.7,58.72703549,27.35999994,36.96595228,17.7540476,6603755000,28.25638595,1.261583206,1.667476026
1,1.56,0.41,13.36,2.51,59.34680552,27.89199991,37.46555425,18.31844557,8036006000,28.68911103,1.261583206,1.667476026
1,1.67,0.47,15.31,2.52,65.48630621,28.7124999,38.70301314,18.72198667,9463027500,29.55205284,1.261583206,1.667476026
1,1.8,0.44,17.23,2.83,62.44955828,29.31349993,39.599701,19.02729885,8173023300,30.19185737,1.261583206,1.667476026
1,1.75,0.38,16.66,2.6,62.03093696,29.71099987,40.38897147,19.03302827,6692985100,30.75168045,2.130110004,2.241916613
0,1.69,0.39,15.18,2.55,57.21878648,30.06549997,40.78412968,19.34687027,5316480000,31.03628247,2.130110004,2.241916613
1,2.16,0.47,12.5,2.32,62.97968064,30.83650007,41.53179903,20.14120112,6686592500,31.70711289,2.130110004,2.241916613
1,1.6,0.45,12.92,2.52,70.84984579,32.11350002,43.68730934,20.53969071,8459652300,33.08357831,2.130110004,2.241916613
1,1.69,0.39,22.5,3.13,75.0371386,33.62550011,47.16919842,20.08180179,10689086700,34.8927615,2.442583297,2.945385182
1,1.59,0.41,21.92,3.47,70.66106769,34.89950008,49.42625456,20.37274561,8898105400,36.30392699,2.442583297,2.945385182
1,1.57,0.4,17.43,3.31,66.40268583,36.11800013,50.5086514,21.72734885,7439062800,37.35021974,2.442583297,2.945385182
0,1.51,0.39,14.37,3.05,65.7677204,37.16650019,51.49954966,22.83345071,5538771100,38.2625798,2.442583297,2.945385182
1,1.73,0.35,10.14,2.86,71.32152539,38.56100025,53.61208301,23.5099175,7004404700,39.73281036,1.812210075,2.294439305
1,1.54,0.39,11.74,3.28,61.99394957,39.40950022,54.55045753,24.2685429,5478072000,40.5077807,1.812210075,2.294439305
1,1.48,0.38,10.85,2.86,65.08141341,40.24500017,56.10769042,24.38230993,6828432300,41.55751576,1.812210075,2.294439305
1,1.2,0.39,11.63,3.03,70.8738262,41.42300005,59.30642799,23.53957211,8006080000,43.29965697,1.812210075,2.294439305
1,1.4,0.37,12.42,3.37,63.1093444,42.56549997,60.62711248,24.50388746,6069387800,44.33016573,1.233584396,-2.767953145
1,1.74,0.52,9.85,2.93,66.99026742,44.03600006,62.68224193,25.38975819,7666771700,45.8063406,1.233584396,-2.767953145
0,1.98,0.47,10.29,2.97,57.76410487,45.11800003,62.90489342,27.33110664,5510365900,46.37526042,1.233584396,-2.767953145
0,1.66,0.49,9.68,2.85,55.75082033,45.88649998,63.0816076,28.69139235,3211175300,46.70333083,1.233584396,-2.767953145
1,1.91,0.45,9.23,2.38,65.20063833,47.46900005,65.20672545,29.73127466,5455874000,48.35063265,4.697858864,5.946623245
1,1.9,0.45,14.17,3.3,57.8285347,48.63600006,65.40444289,31.86755723,3793681900,49.09247711,4.697858864,5.946623245
1,1.99,0.42,12.17,2.65,55.37505762,49.4125,65.51781626,33.30718374,2461006500,49.49128869,4.697858864,5.946623245
0,2.07,0.45,10.42,2.44,53.84391822,50.17399998,65.12017525,35.2278247,457235800,49.68259453,4.697858864,5.946623245
0,2.13,0.4,10.5,2.19,52.15140164,50.84850006,64.33401777,37.36298235,-2039410600,49.67091899,8.002799821,2.06180457
0,2.13,0.36,7.96,1.9,43.02886255,51.03199997,63.65352972,38.41047022,-4235472900,48.50321241,8.002799821,2.06180457
0,1.86,0.35,7.78,1.47,36.45054181,50.4164999,66.28692915,34.54607065,-6817183400,46.3381446,8.002799821,2.06180457
0,1.77,0.4,7.96,1.06,37.03831139,49.42999992,68.38849854,30.4715013,-4288673800,44.44213086,8.002799821,2.06180457
0,1.57,0.41,13.61,1.08,37.03831139,49.42999992,68.38849854,30.4715013,-4288673800,44.44213086,8.002799821,2.06180457
0,1.76,0.51,-47.31,1.38,37.03831139,49.42999992,68.38849854,30.4715013,-4288673800,44.44213086,8.002799821,2.06180457
1,2.16,0.22,18.75,3.46,73.71162277,66.21249981,83.84819713,48.57680249,6879927400,69.52209338,1.464832656,1.841876169
1,2.02,0.22,18.98,3.5,76.54511142,67.80049953,88.33308479,47.26791428,7335063600,71.62379842,1.464832656,1.841876169
1,2.2,0.25,18.84,3.52,79.73301089,70.08199978,93.31443353,46.84956603,7871427000,74.1577227,1.622222977,2.287772842
1,2.41,0.23,18.3,3.6,82.23534341,72.47299995,99.30899952,45.63700039,8300252900,77.05889223,1.622222977,2.287772842
1,2.47,0.22,19.1,3.81,82.93488523,74.7579998,104.8453175,44.67068215,8699783400,79.87137834,1.622222977,2.287772842
1,2.61,0.2,17.44,3.94,79.47884394,76.7659996,109.0994698,44.43252943,8166038000,82.22362799,1.622222977,2.287772842
0,2.23,0.27,18.02,4.22,73.03701257,78.53599968,111.9991004,45.07289897,7602180100,83.97375851,0.118627136,2.706370303
0,2.44,0.28,17.53,4.11,68.32038361,80.45599957,113.6342177,47.27778141,7116798400,85.25816237,0.118627136,2.706370303
0,2.49,0.27,17.16,3.88,62.62006377,82.02549953,114.5181368,49.53286231,6568268400,86.02881343,0.118627136,2.706370303
1,2.51,0.28,17.13,3.52,68.97538909,84.06899967,116.3693126,51.76868676,7048171500,87.61845036,0.118627136,2.706370303
1,2.17,0.28,18.45,4,71.97627996,86.51649952,118.3380904,54.69490859,7633971900,89.57859766,1.261583206,1.667476026
1,2.83,0.32,19.38,4.15,77.56328528,89.25549984,123.0876082,55.42339148,8100826800,92.59968389,1.261583206,1.667476026
1,3.08,0.36,22.2,4.6,73.73251936,91.97749977,125.9039315,58.05106802,7699881700,95.0311423,1.261583206,1.667476026
1,2.73,0.37,20.27,4.44,70.28883778,94.45899963,127.5491134,61.36888585,7250471500,96.95293819,1.261583206,1.667476026
1,2.47,0.39,18.95,4.45,74.40643501,97.38849983,130.2409402,64.5360595,7694143400,99.58123008,2.130110004,2.241916613
1,2.52,0.46,20.48,4.8,77.22345601,100.6249996,133.8373174,67.41268185,8058449000,102.6963504,2.130110004,2.241916613
1,1.34,0.48,21.82,4.96,74.61801133,103.6799992,135.8864171,71.47358126,7727296700,105.2976498,2.130110004,2.241916613
1,1.32,0.48,22.05,4.72,78.01930168,107.1609993,139.1459484,75.17605023,8058903200,108.575969,2.130110004,2.241916613
0,1.41,0.57,288.74,6.24,66.57188025,109.4919991,140.443908,78.54009009,7559077500,110.4401619,2.442583297,2.945385182
0,1.58,0.51,276.16,5.44,60.90723756,111.2659988,140.6226524,81.90934533,7136766800,111.4782413,2.442583297,2.945385182
0,1.65,0.51,237.21,5.18,68.12569381,113.8399986,143.1534822,84.526515,7528668300,114.0203134,2.442583297,2.945385182
1,1.72,0.48,240.39,5.74,61.4988038,115.712999,143.8644488,87.56154913,6918787700,115.4517124,2.442583297,2.945385182
1,1.47,0.51,22.31,5.71,65.72691141,117.7909985,146.6014324,88.98056452,7349988800,117.7696439,1.812210075,2.294439305
1,1.44,0.5,25.36,6.32,65.35985805,119.5239983,149.1160302,89.93196636,6915741900,119.8182492,1.812210075,2.294439305
1,1.33,0.48,22.64,6.08,58.52708514,120.6634987,149.928922,91.39807541,6456567400,120.7288926,1.812210075,2.294439305
1,1.26,0.5,23.98,5.83,65.07613558,122.7284985,152.9721995,92.4847974,6918736900,123.1232833,1.812210075,2.294439305
0,1.26,0.47,25.37,6.45,56.48915752,124.2549988,152.9175807,95.59241689,6265058300,123.8858282,1.233584396,-2.767953145
1,1.31,0.45,18.9,5.29,60.13979893,126.4134991,153.1144517,99.71254647,6809711900,125.4805117,1.233584396,-2.767953145
1,1.25,0.48,23.91,5.77,63.03994157,129.1899994,152.9474154,105.4325834,7196348300,127.7090348,1.233584396,-2.767953145
1,1.48,0.59,22.58,5.95,65.80080791,131.9229996,155.4461962,108.399803,7646193100,130.5348415,1.233584396,-2.767953145
1,1.21,0.56,28.16,6.55,67.91714275,134.7305,159.6214326,109.8395675,8153436000,133.7553334,4.697858864,5.946623245
1,1.28,0.51,28.32,6.5,68.03633305,136.9025002,164.1921798,109.6128205,8595656400,136.7062545,4.697858864,5.946623245
1,1.39,0.48,25.05,6.4,65.84769019,139.0710003,166.9357284,111.2062722,8215114400,139.0675636,4.697858864,5.946623245
1,1.34,0.48,23.63,6.01,69.01795333,141.8640007,170.7803885,112.9476129,8683677000,142.1154154,4.697858864,5.946623245
1,1.35,0.46,21.57,6.08,70.89102523,144.4980003,176.0986567,112.897344,9183932700,145.4596612,8.002799821,2.06180457
1,1.39,0.44,23.63,6.27,70.97691646,146.7590004,180.9101975,112.6078033,9659418100,148.5120739,8.002799821,2.06180457
0,1.42,0.43,25.72,6.19,61.15612147,148.4265007,182.3999438,114.4530576,9219184900,149.9261621,8.002799821,2.06180457
0,1.43,0.43,22.42,5.76,65.92502229,150.2730003,186.1158389,114.4301617,9626738800,152.471289,8.002799821,2.06180457
0,0.99,0.52,25.74,6.01,65.92502229,150.2730003,186.1158389,114.4301617,9626738800,152.471289,8.002799821,2.06180457
0,1.07,0.75,31.73,5.7,65.92502229,150.2730003,186.1158389,114.4301617,9626738800,152.471289,8.002799821,2.06180457
1,1.09,1.53,20.29,8.54,71.1818607,68.03355732,96.30463781,39.76247683,740189885,73.80855794,1.464832656,1.841876169
1,1.19,1.39,19.3,7.73,76.29137938,70.51294365,100.8440517,40.18183561,856357977,76.31759092,1.464832656,1.841876169
1,1.12,1.19,18.61,8.21,78.60162425,73.58772793,105.0753675,42.10008839,972064643,79.11636289,1.622222977,2.287772842
1,1.06,1.35,19.46,8.96,78.97131708,76.40604038,109.1071526,43.70492812,1074687818,81.73715734,1.622222977,2.287772842
1,1.17,1.42,19.66,9.08,73.80420638,78.73537884,112.0773023,45.39345535,975499146,83.77506476,1.622222977,2.287772842
1,1.11,1.5,18.73,9.43,79.03955381,81.45820827,117.3834963,45.53292029,1088932060,86.80029677,1.622222977,2.287772842
1,0.89,9.54,28.2,59.03,68.95408875,83.79932671,120.0024648,47.59618865,978733360,88.73455428,0.118627136,2.706370303
1,0.87,40.06,26.89,202.83,67.69609985,86.19130707,121.6075444,50.77506976,891918960,90.37602542,0.118627136,2.706370303
0,0.82,14.73,60.1,74.77,69.31940072,88.52489872,123.5024835,53.54731397,987348660,92.1535469,0.118627136,2.706370303
1,0.88,140.46,66.53,735.57,76.79014231,91.86784706,128.2229196,55.51277455,1089539160,95.50082843,0.118627136,2.706370303
1,0.86,-44.68,45.62,-265.57,78.96786169,95.4643919,133.7012215,57.22756229,1217455660,99.21598711,1.261583206,1.667476026
1,0.96,72.5,44.54,445.36,79.80830565,99.14759598,138.6511165,59.64407546,1329582160,102.8601784,1.261583206,1.667476026
0,0.98,39.17,25.25,252.6,68.54552981,102.0504734,140.5151411,63.58580566,1227505960,105.0773042,1.261583206,1.667476026
0,0.92,25.58,22.75,151.72,59.03540886,104.2301071,140.1594882,68.30072601,1108419160,105.9385136,1.261583206,1.667476026
0,0.88,-74.24,18.87,-400.71,66.3578679,107.2694214,141.6378867,72.90095611,1236138260,108.3853223,2.130110004,2.241916613
1,0.87,57.01,21.47,344.83,64.56902454,109.7091015,142.988109,76.43009396,1133624160,110.3591012,2.130110004,2.241916613
1,0.92,78.66,21.32,449.26,57.05606035,111.480925,142.4126309,80.54921903,1038960760,111.0563297,2.130110004,2.241916613
0,0.97,29.52,19.2,160.53,58.41463288,113.4664658,141.2408182,85.69211335,1171567860,111.9709653,2.130110004,2.241916613
0,0.89,11.8,18.63,67.48,52.13793357,114.2759377,140.6343874,87.9174879,1019931760,111.795635,2.442583297,2.945385182
0,0.81,24.23,21.36,121.84,49.53072371,114.8861782,139.7832107,89.98914573,865410160,111.1808123,2.442583297,2.945385182
0,0.76,-131.35,21.25,-645.58,53.83828486,116.0513996,138.2819056,93.82089366,1003436860,111.4150206,2.442583297,2.945385182
1,0.75,-56.58,24.45,-297.06,53.99113926,116.7407295,137.7796706,95.70178848,1143926160,111.655495,2.442583297,2.945385182
1,0.77,-25.98,27.98,-137.48,58.86151657,117.6504948,138.2713236,97.02966598,1265420460,112.8216385,1.812210075,2.294439305
1,0.73,-25.87,24.1,-139.92,62.85000208,118.9827595,140.0233302,97.94218878,1366693160,114.7700538,1.812210075,2.294439305
1,0.81,-44.9,25.44,-257.42,66.15406309,120.9285004,142.9228726,98.93412817,1473679760,117.3681442,1.812210075,2.294439305
1,0.75,-54.99,24.19,-346.7,63.0551648,122.0290005,145.0149895,99.04301145,1382611760,119.290226,1.812210075,2.294439305
0,0.73,-234.76,21.86,-1428.88,56.8824446,123.0670006,145.1204372,101.013564,1242178860,120.1073476,1.233584396,-2.767953145
0,0.87,-50.59,18.5,-261.71,62.40217606,124.8360008,146.7957093,102.8762923,1357394260,122.1304579,1.233584396,-2.767953145
1,0.91,30.12,18.81,179.61,64.68142058,126.767001,149.6055222,103.9284798,1448773260,124.5618432,1.233584396,-2.767953145
1,1,24.98,21.34,150.32,57.1016035,127.1435009,150.251435,104.0355668,1315255960,125.5397631,1.233584396,-2.767953145
0,0.8,13.36,19.5,73.26,58.81133319,127.3705013,150.8496499,103.8913528,1453082960,126.8264526,4.697858864,5.946623245
0,0.77,17.03,20.67,90.83,55.81938208,127.1855015,150.3999253,103.9710777,1293524960,127.4886951,4.697858864,5.946623245
0,0.77,17.34,22.58,86.15,55.05246648,127.5005016,150.8203626,104.1806407,1173178860,127.9602482,4.697858864,5.946623245
1,0.78,18.86,22.35,94.09,59.71428925,128.9405014,152.3342215,105.5467813,1276847260,129.3849863,4.697858864,5.946623245
0,0.83,16.68,26.53,93.63,49.32615498,128.5170013,152.007103,105.0268997,1149677360,128.7921308,8.002799821,2.06180457
1,0.81,12.87,23.68,58.87,54.49865193,128.819001,152.4864692,105.1515328,1270093460,129.3976416,8.002799821,2.06180457
0,0.79,14.72,25.5,76.79,45.14123281,128.562001,152.8121671,104.311835,1181232060,127.792152,8.002799821,2.06180457
1,0.78,19.65,21.3,86.95,53.89301373,129.3165009,153.4751148,105.1578869,1281517060,128.5500423,8.002799821,2.06180457
1,0.78,15.4,23.69,83.76,53.89301373,129.3165009,153.4751148,105.1578869,1281517060,128.5500423,8.002799821,2.06180457
1,0.83,11.8,22.91,63.01,53.89301373,129.3165009,153.4751148,105.1578869,1281517060,128.5500423,8.002799821,2.06180457
1,2.7,0.33,63.36,1.61,59.20129718,38.78199997,56.47802554,21.0859744,1091152700,40.48276911,1.464832656,1.841876169
1,2.8,0.33,42.44,1.84,61.17737993,40.44049997,57.46930163,23.41169832,1205916400,41.81298165,1.464832656,1.841876169
1,2.79,0.32,25.94,1.89,61.51707578,42.05199995,58.16220959,25.94179031,1339500500,43.06888816,1.622222977,2.287772842
1,2.88,0.31,18.25,1.84,68.34063422,44.13100004,62.04893309,26.21306699,1469782000,45.40327994,1.622222977,2.287772842
1,3.02,0.27,17.17,2.16,71.42850739,46.1579999,67.8749508,24.441049,1580762000,48.19344346,1.622222977,2.287772842
1,2.93,0.31,17.72,2.49,73.25895983,48.16449976,73.97294458,22.35605494,1706767900,51.15978183,1.622222977,2.287772842
1,2.88,0.31,17.98,2.57,64.52764911,49.81049967,76.81389665,22.80710269,1586681600,52.97694526,0.118627136,2.706370303
1,3.49,0.5,15.15,2.25,69.33321361,51.97499952,81.669719,22.28028005,1710578800,55.67914081,0.118627136,2.706370303
0,2.38,0.46,20.01,2.57,57.2825766,53.14899969,83.00584727,23.29215211,1562518500,56.59827043,0.118627136,2.706370303
1,2.86,0.44,12.42,1.86,63.32094917,54.53099966,86.49112937,22.57086995,1724307000,58.77176831,0.118627136,2.706370303
1,3,0.43,14.99,2.29,64.53927495,55.82799959,90.0535495,21.60244969,1898628400,61.04112356,1.261583206,1.667476026
1,2.96,0.42,15.94,2.2,65.11224052,57.81699953,93.7099189,21.92408016,2066715900,63.23339728,1.261583206,1.667476026
1,3.81,0.73,14.37,2.23,69.04175602,60.65349951,98.72758652,22.5794125,2205289200,66.23116888,1.261583206,1.667476026
1,3.86,0.7,16.54,2.38,72.49406117,64.08899965,105.2848155,22.89318383,2367055100,69.99296264,1.261583206,1.667476026
1,3.2,0.43,17.61,2.75,77.9355062,68.27599974,117.0337199,19.51827956,2474231200,75.55172816,2.130110004,2.241916613
1,3.22,0.4,14.51,3.08,80.35297104,73.46049929,129.6175205,17.30347803,2616776600,81.82584859,2.130110004,2.241916613
1,3.1,0.4,14.42,3.59,85.90293673,81.12349892,152.266093,9.98090488,2757010100,91.65576713,2.130110004,2.241916613
1,3.31,0.33,14.18,3.95,85.32558994,88.52049923,169.496545,7.544453508,2596397000,100.4571233,2.130110004,2.241916613
1,2.47,0.52,17.98,4.92,87.15528345,96.60549946,188.6986921,4.512306841,2833082600,110.23835,2.442583297,2.945385182
0,2.64,0.47,17.51,4.85,71.83931051,103.0309998,197.5419324,8.520067133,2607392500,116.2013649,2.442583297,2.945385182
0,2.9,0.37,12.04,4.41,63.45911377,108.0559996,201.6923048,14.41969432,2435759700,119.582187,2.442583297,2.945385182
0,2.66,0.44,10.56,4.61,58.09976545,112.1419994,203.1603209,21.12367798,2237141400,121.1619785,2.442583297,2.945385182
1,3.4,0.35,6.8,3.41,66.50362024,118.3424992,209.8398991,26.84509927,2397645100,126.6713134,1.812210075,2.294439305
1,3.37,0.9,10.23,5.16,67.93132735,124.3554989,217.5100142,31.20098359,2518544500,132.4969022,1.812210075,2.294439305
1,3.61,0.96,12.85,6.03,73.82004768,132.1759991,233.2665218,31.08547636,2630488700,141.8886259,1.812210075,2.294439305
1,3.6,0.9,15.66,6.74,79.54865588,142.8289989,262.5844382,23.07355973,2727515400,156.2230419,1.812210075,2.294439305
1,3.3,1.01,20.59,9.73,66.20953642,151.3169991,273.3325256,29.30147253,2589411500,164.2017998,1.233584396,-2.767953145
1,4.47,1.12,16.74,7.74,73.75752037,163.4224987,302.1639199,24.6810775,2731645000,179.3692466,1.233584396,-2.767953145
1,3.43,1.12,19.5,8.49,74.36993816,176.7434986,326.0143523,27.47264495,2842713600,193.8816993,1.233584396,-2.767953145
1,3.31,1.08,18.43,8.88,82.02661872,196.3859982,386.9412005,5.830795762,2930414500,220.3948698,1.233584396,-2.767953145
1,3.19,1.06,23.34,12.57,85.97514482,222.0179977,472.8381289,-28.80213343,3033856200,256.0944051,4.697858864,5.946623245
1,3.13,1.08,24.13,15.54,87.32733766,250.3499985,554.7298616,-54.02986466,3119082600,293.6758915,4.697858864,5.946623245
