Change,Current Ratio,Debt / Equity Ratio,PE Ratio,PB Ratio,RSI,Bollinger Middle,Bollinger Upper,Bollinger Lower,OBV,EMA20,Inflation,GDP
1,1.04,0.29,34.26,1.52,59.72524328,110.5030006,136.3634961,84.64250516,625185200,107.1864179,2.130110004,2.241916613
1,1.03,0.26,25.86,1.61,54.07954219,110.2640007,135.8999973,84.6280041,180197700,107.8391401,2.442583297,2.945385182
1,1.04,0.26,21.46,1.45,58.74619032,110.6685009,137.046018,84.29098381,607138400,109.6096982,2.442583297,2.945385182
0,1.08,0.25,19.95,1.59,56.66886269,110.7075008,137.1511849,84.26381679,275372600,110.8163935,2.442583297,2.945385182
0,1.22,0.24,16.5,1.53,50.42671199,109.9015007,135.5347413,84.26826008,-198197100,110.6234037,2.442583297,2.945385182
0,1.25,0.22,14.02,1.35,55.99504172,110.1150005,136.1133424,84.11665864,180967700,111.8192701,1.812210075,2.294439305
1,1.12,0.21,16.92,1.51,56.4562512,109.8095005,134.9702583,84.64874275,689980500,113.0212446,1.812210075,2.294439305
1,1.15,0.2,16.09,1.52,53.64959263,109.7735004,134.8817301,84.66527074,335085000,113.5525545,1.812210075,2.294439305
0,1.12,0.21,16.98,1.45,54.44721662,110.1900005,135.7169579,84.66304312,684808800,114.2151685,1.812210075,2.294439305
0,1.07,0.19,77.93,1.58,37.13447514,108.5640003,138.9009718,78.22702889,-104022700,110.2384857,1.233584396,-2.767953145
0,1.01,0.22,35.15,0.95,43.84564238,108.2020004,139.2715254,77.13247541,612008200,108.2376779,1.233584396,-2.767953145
0,1.14,0.25,-19.15,1.24,39.21372803,107.8580006,140.3388108,75.37719032,627100,104.7864705,1.233584396,-2.767953145
1,1.26,0.26,-11.7,1.02,43.8311364,107.5825005,140.7520447,74.41295617,718204400,102.8496635,1.233584396,-2.767953145
1,1.18,0.34,-28.45,1.2,50.45295135,108.0520004,140.7814047,75.32259618,1423263300,103.0344575,4.697858864,5.946623245
1,1.11,0.34,-26,1.53,50.43720925,108.0475002,140.7787,75.31630046,814594500,103.1968899,4.697858864,5.946623245
1,1.17,0.32,56.3,1.52,49.34623561,107.9740002,140.7574866,75.19051372,144980300,103.0305192,4.697858864,5.946623245
1,1.28,0.27,19.81,1.44,54.47167084,107.9565002,140.7195682,75.19343224,803194700,104.3942791,4.697858864,5.946623245
1,1.26,0.23,14.48,1.63,65.29040738,110.7295002,151.2857815,70.17321894,1914355400,109.959586,8.002799821,2.06180457
1,1.43,0.2,15.46,2.17,59.27068763,112.752,155.7885717,69.71542837,1227279400,113.2758158,8.002799821,2.06180457
1,1.31,0.17,9.79,1.85,58.91097661,114.0605,159.1379182,68.98308172,643311400,116.1704998,8.002799821,2.06180457
1,1.4,0.15,8.23,1.77,66.06769966,116.7755001,170.0100716,63.54092859,1142280600,122.200929,8.002799821,2.06180457
1,1.47,0.15,9.79,2.18,66.06769966,116.7755001,170.0100716,63.54092859,1142280600,122.200929,8.002799821,2.06180457
1,1.43,0.15,8.7,1.95,66.06769966,116.7755001,170.0100716,63.54092859,1142280600,122.200929,8.002799821,2.06180457
1,0.85,0.4,22.38,3.65,64.17115057,128.975502,202.2521591,55.69884494,4253140500,132.7838556,2.442583297,2.945385182
0,0.64,1.04,17.54,1.13,56.29112642,149.3945019,215.0064237,83.78258006,4199760300,148.8822708,1.812210075,2.294439305
0,0.64,0.95,19.78,1.44,55.39377713,152.673502,212.8042321,92.54277186,4038162900,149.7077691,1.812210075,2.294439305
0,0.65,0.89,16.19,1.36,53.76783998,155.7285015,208.7392352,102.7177678,3904441600,149.9060762,1.812210075,2.294439305
1,0.62,0.87,13.42,1.28,64.13918555,160.8075016,212.0376786,109.5773246,4030058200,155.1045457,1.812210075,2.294439305
1,0.74,0.83,14.96,1.68,57.00273172,163.1945011,212.7784467,113.6105555,3855624700,157.2069692,1.233584396,-2.767953145
1,0.77,0.81,13.41,1.46,58.89117354,164.4770008,215.1851589,113.7688427,3968427300,160.1063049,1.233584396,-2.767953145
0,0.83,0.77,13.16,1.46,54.40797606,166.1965008,215.0924571,117.3005444,3843670900,160.9923714,1.233584396,-2.767953145
1,0.79,0.75,11.74,1.3,61.17376837,169.2890003,220.5349514,118.0430493,3966380400,165.4864306,1.233584396,-2.767953145
1,0.77,0.65,8.89,1.5,65.89217093,174.5140003,232.4911252,116.5368754,4085927800,172.7486758,4.697858864,5.946623245
1,0.76,0.66,10.08,1.77,64.71362969,179.9680008,239.9022712,120.0337304,3985332900,178.8745169,4.697858864,5.946623245
0,0.72,0.68,9.98,1.67,56.16342324,183.4600006,239.4233749,127.4966263,3850702500,180.9017061,4.697858864,5.946623245
0,0.7,0.72,8.12,1.44,60.63547301,188.2720009,242.7165666,133.8274352,3971090100,185.5424965,4.697858864,5.946623245
1,0.83,0.71,14.19,1.62,62.04750712,192.9280006,248.2042922,137.651709,4078788700,190.6917826,8.002799821,2.06180457
1,0.81,0.72,14.24,1.67,65.26244842,197.7345001,259.6155677,135.8534325,4181361300,197.6278022,8.002799821,2.06180457
1,0.83,0.73,15.22,1.82,67.01790804,202.2610001,272.9402439,131.5817562,4308855000,205.2318212,8.002799821,2.06180457
1,0.73,0.7,12.77,1.88,72.74566152,208.6735001,299.0240114,118.3229887,4421769000,217.2421236,8.002799821,2.06180457
1,0.73,0.7,15.19,2.27,72.74566152,208.6735001,299.0240114,118.3229887,4421769000,217.2421236,8.002799821,2.06180457
1,0.72,0.73,11.24,1.71,72.74566152,208.6735001,299.0240114,118.3229887,4421769000,217.2421236,8.002799821,2.06180457
1,2.98,0.27,13.65,2.31,54.48694236,20.03749995,26.18107873,13.89392117,-306648100,20.80986613,1.464832656,1.841876169
1,2.89,0.28,12.18,2.04,52.54640163,20.34400001,26.32052244,14.36747757,-3210009700,20.96416463,1.464832656,1.841876169
0,2.65,0.31,14.52,2.12,52.52625505,20.62649999,26.43226058,14.82073939,-5891810300,21.10281562,1.622222977,2.287772842
1,3.47,0.37,15.04,2.12,56.85507203,20.93650002,26.94555456,14.92744549,-3753388000,21.45969036,1.622222977,2.287772842
1,3.39,0.37,16.94,2.35,57.40587134,21.01799998,27.20759032,14.82840964,-2106560900,21.81305319,1.622222977,2.287772842
1,3.31,0.37,15.78,2.14,61.75965076,21.21199994,27.97264394,14.45135595,-298734100,22.38514333,1.622222977,2.287772842
1,3.39,0.36,16.67,2.5,61.02453364,21.28699994,28.28875741,14.28524247,-2203936200,22.87512975,0.118627136,2.706370303
1,2.98,0.36,16.51,2.5,60.8362942,21.59449992,29.09566387,14.09333597,-3716329300,23.31178397,0.118627136,2.706370303
0,3.13,0.42,16.08,2.42,57.53272918,21.81199994,29.58337728,14.0406226,-5483937500,23.59161407,0.118627136,2.706370303
0,3.35,0.41,15.5,2.48,59.32178131,22.15849996,30.22904717,14.08795275,-3841411400,23.93146033,0.118627136,2.706370303
1,3.29,0.4,11.48,1.95,61.81562276,22.72449994,30.89776722,14.55123266,-1879003800,24.36370214,1.261583206,1.667476026
1,3.27,0.46,13.5,2.22,62.23436079,23.37849998,31.25794479,15.49905518,-394866700,24.77573056,1.261583206,1.667476026
1,3.16,0.45,14.3,2.42,67.51766882,24.18949995,31.99697947,16.38202043,1033275800,25.43708949,1.261583206,1.667476026
1,3.58,0.55,14.43,2.42,62.83147913,24.79649992,32.4965731,17.09642674,-345344800,25.89260471,1.261583206,1.667476026
1,3.67,0.55,15.82,2.44,68.45830961,25.4289999,33.86962246,16.98837734,923847500,26.6456899,2.130110004,2.241916613
0,3.52,0.5,17.07,2.61,61.46101795,26.13549986,34.04113402,18.2298657,-428492700,27.08895746,2.130110004,2.241916613
1,3.04,0.51,16.4,2.38,65.04685838,26.86199989,34.71831591,19.00568388,836791600,27.71191399,2.130110004,2.241916613
1,2.87,0.55,17.61,2.6,70.89259607,27.79449987,36.39720019,19.19179956,2022422200,28.72030306,2.130110004,2.241916613
1,2.43,0.76,-145.61,4.05,75.27035346,28.89399986,39.15259851,18.63540122,3828817100,30.06979795,2.442583297,2.945385182
1,2.34,0.6,-169.73,4.62,75.39192279,29.82849979,41.55723357,18.09976601,5284643500,31.30410279,2.442583297,2.945385182
1,2.29,0.59,1820.02,4.63,79.70502462,31.08949986,45.01301729,17.16598242,6542051300,32.95609315,2.442583297,2.945385182
1,2.11,0.58,159.91,4.61,67.62237424,32.13449993,46.43361978,17.83538008,4858707500,33.94408445,2.442583297,2.945385182
1,1.8,0.63,16.12,5.09,75.60308673,33.71300001,50.17982934,17.24617068,6160644300,35.85321943,1.812210075,2.294439305
1,1.7,0.64,18.61,6.68,76.04451445,35.20699997,53.50619739,16.90780255,7560998500,37.65100801,1.812210075,2.294439305
1,1.51,0.73,20.82,7.21,66.70076182,36.41899996,55.10540191,17.73259801,6356370700,38.77091199,1.812210075,2.294439305
0,1.7,0.54,18.1,5.78,64.37889004,37.42599993,56.31980297,18.53219689,5090898100,39.64606314,1.812210075,2.294439305
0,1.81,0.45,18.75,5.83,52.61281924,38.01499996,56.36470953,19.6652904,3159077200,39.61405726,1.233584396,-2.767953145
0,1.59,0.45,16.72,5.05,59.38658306,38.97399998,57.01921074,20.92878922,4710954200,40.28319461,1.233584396,-2.767953145
0,1.72,0.38,17.47,5.17,51.53918696,39.63099995,56.70605812,22.55594177,3290112300,40.1981284,1.233584396,-2.767953145
1,1.59,0.38,15.71,4.31,56.15231416,40.51049995,56.71541261,24.3055873,4717848900,40.63163998,1.233584396,-2.767953145
1,1.61,0.37,18.68,4.84,61.30348146,41.67249994,57.58756335,25.75743654,6098249200,41.6867218,4.697858864,5.946623245
1,1.53,0.29,21.04,5.35,62.19008647,42.88799992,58.35838698,27.41761285,7275155400,42.76417686,4.697858864,5.946623245
1,1.49,0.28,22.03,5.65,63.19672951,44.02349997,59.38169457,28.66530536,8301110200,43.87520767,4.697858864,5.946623245
1,1.62,0.22,20.71,5.53,68.79091489,45.68099995,61.85613504,29.50586486,9578313700,45.73185445,4.697858864,5.946623245
1,1.42,0.29,19.83,5.94,60.37775191,46.7789999,62.5555073,31.0024925,8177736100,46.68691578,8.002799821,2.06180457
0,1.49,0.23,16.95,5.04,49.20476752,47.34599991,61.59796828,33.09403154,6657606500,46.30149517,8.002799821,2.06180457
0,1.43,0.24,15.91,4.72,47.30771676,47.66449986,60.92646998,34.40252973,5450471800,45.70135277,8.002799821,2.06180457
0,1.45,0.22,16.3,4.66,52.9598762,48.13149986,60.6801588,35.58284092,6665356100,45.88598578,8.002799821,2.06180457
0,1.41,0.21,17.63,4.81,52.9598762,48.13149986,60.6801588,35.58284092,6665356100,45.88598578,8.002799821,2.06180457
0,1.39,0.2,16.87,4.58,52.9598762,48.13149986,60.6801588,35.58284092,6665356100,45.88598578,8.002799821,2.06180457
1,2.38,0.19,212.01,4.25,87.26330583,6.704500043,13.55667962,-0.147679531,758862000,7.998601815,1.464832656,1.841876169
1,2.58,0.18,222.01,5.34,88.72952201,7.462700057,15.82664331,-0.901243197,841514000,8.994734993,1.464832656,1.841876169
1,2.77,0.17,178.51,5.72,88.90770442,8.245150042,17.66357066,-1.173270578,949362000,9.916569735,1.622222977,2.287772842
0,2.83,0.16,128.64,5.8,72.56599434,8.836650062,18.59100155,-0.917701431,712314000,10.47851551,1.622222977,2.287772842
0,4.53,0.27,108.76,3.09,71.26738061,9.408250046,19.32890728,-0.512407191,538545000,10.96189498,1.622222977,2.287772842
0,4.68,0.26,114.85,3.37,76.17208559,10.11755009,20.46024466,-0.225144483,681333000,11.66676221,1.622222977,2.287772842
1,5.14,0.25,132.39,3.93,78.19814543,10.89910014,21.67382424,0.124376037,801419000,12.43973732,0.118627136,2.706370303
1,4.62,0.25,220.41,4.22,78.66993354,11.7114001,22.69452059,0.728279616,910125000,13.17176229,0.118627136,2.706370303
0,3.19,0.25,1127.15,4.33,66.02043156,12.3331501,23.10275257,1.563547636,802544000,13.56549919,0.118627136,2.706370303
1,2.93,0.25,-448.4,3.72,71.83632643,13.07880013,23.98778091,2.169819353,898785000,14.24202314,0.118627136,2.706370303
0,3.49,0.23,-1937.98,4.35,65.21638183,13.7062501,24.41788278,2.994617415,772388000,14.67773516,1.261583206,1.667476026
1,3.63,0.22,315.64,3.91,70.10135867,14.50315006,25.15279525,3.853504869,887315000,15.36233174,1.261583206,1.667476026
1,3.95,0.21,142.57,4.49,69.36844092,15.32595005,25.50485609,5.147044012,795303000,15.96144299,1.261583206,1.667476026
1,3.8,0.21,89.94,4.36,60.41378115,15.9347501,25.40233935,6.467160853,623069000,16.23644851,1.261583206,1.667476026
0,4.05,0.2,72.22,3.71,63.77743136,16.6256001,25.3435372,7.907663,730326000,16.6636439,2.130110004,2.241916613
1,4.4,0.18,74.66,4.01,71.60011249,17.53760014,26.32156932,8.75363095,849128000,17.58710645,2.130110004,2.241916613
1,4.22,0.18,88.92,5.03,72.13462026,18.47115016,27.03344103,9.908859292,980302000,18.4669059,2.130110004,2.241916613
1,3.97,0.17,81.47,5,75.23293331,19.50905013,28.22792829,10.79017197,1130526000,19.53624817,2.130110004,2.241916613
1,7.87,0,51.55,4.07,74.6917854,25.61980019,44.10999982,7.129600555,1457199000,27.69931706,1.812210075,2.294439305
1,6.79,0.05,62.68,5.43,78.84496037,27.59925008,49.6092282,5.589271956,1610134000,30.3380486,1.812210075,2.294439305
1,7.17,0.05,69.65,6.32,80.39250814,29.78755007,55.03647263,4.538627508,1777214000,33.09823441,1.812210075,2.294439305
1,7.6,0.04,69.82,6.57,80.59173715,31.86090012,59.69466891,4.027131319,1976216000,35.64411703,1.812210075,2.294439305
1,5.79,0.05,69.59,6.44,78.71867158,33.8078001,63.38270294,4.232897263,1785948000,37.84191547,1.233584396,-2.767953145
1,8.75,0.26,71.11,6.21,83.35626137,36.3548502,69.35388507,3.35581532,1988570000,41.00620936,1.233584396,-2.767953145
1,14.01,0.17,87.09,5,86.81178054,39.73210011,77.69414119,1.770059021,2142134000,45.18190351,1.233584396,-2.767953145
1,16.35,0.22,119.61,6.28,88.25526661,43.32005014,86.5902971,0.049803187,2250971000,49.68153188,1.233584396,-2.767953145
1,11.75,0.21,160.41,6.78,76.12914173,46.48865032,91.36886159,1.608439052,2036627000,52.77748151,4.697858864,5.946623245
0,13.17,0.21,141.73,5.95,76.34484735,49.53635035,95.57783014,3.494870548,2181268900,55.63867372,4.697858864,5.946623245
0,11.62,0.21,142.62,5.92,77.4706059,52.75670023,99.5502293,5.963171159,2288046200,58.53594266,4.697858864,5.946623245
0,12.18,0.2,144.36,6.07,69.71780851,55.76575012,101.1697991,10.36170111,2181769800,60.48775752,4.697858864,5.946623245
0,11.78,0.2,106.68,5.47,58.56658871,58.06015015,100.702585,15.41771527,2010126200,61.07082829,8.002799821,2.06180457
0,11.08,0.19,85.51,4.54,53.92935711,59.76265011,99.84890324,19.67639698,1883153900,61.00789225,8.002799821,2.06180457
0,11.95,0.19,72.53,4.07,59.12385718,61.90390015,99.20191722,24.60588307,2069616700,61.83095028,8.002799821,2.06180457
1,15.36,0.17,81.6,4.11,62.84887588,64.2831501,99.04377416,29.52252605,2234431600,63.30228823,8.002799821,2.06180457
1,13.92,0.16,85.07,4.58,62.84887588,64.2831501,99.04377416,29.52252605,2234431600,63.30228823,8.002799821,2.06180457
1,13.21,0.16,76.26,4.02,62.84887588,64.2831501,99.04377416,29.52252605,2234431600,63.30228823,8.002799821,2.06180457
1,1,1.11,20.76,5.54,62.96569706,32.14750004,43.84088087,20.45411921,11043925900,33.73787621,1.464832656,1.841876169
1,0.96,1.13,19.48,5.3,68.02330214,33.0812501,44.56777934,21.59472085,11991999600,34.45903098,1.464832656,1.841876169
0,1.13,1.12,21.25,5.5,61.08272204,33.91550007,44.43743883,23.39356131,10968293100,34.85912326,1.622222977,2.287772842
1,1.03,1.18,20.3,5.26,66.25919421,34.83375006,44.92915099,24.73834912,11846599300,35.57349253,1.622222977,2.287772842
1,1.04,1.18,22.15,5.44,66.64657218,35.62425003,45.57008054,25.67841952,12692199000,36.24839799,1.622222977,2.287772842
1,1.08,1.25,23.03,5.54,65.45952448,36.31025009,46.08710845,26.53339174,11581368600,36.8171221,1.622222977,2.287772842
0,1.02,1.38,26.05,6.1,61.01736494,36.96275005,46.01564615,27.90985396,10625890200,37.17263421,0.118627136,2.706370303
0,1.23,1.47,25.24,6.16,57.6851946,37.67125006,44.92659488,30.41590524,9822987000,37.36857377,0.118627136,2.706370303
0,1.14,1.56,22.8,6.06,59.29910088,38.21424999,44.41989921,32.00860078,10781256900,37.63061426,0.118627136,2.706370303
1,1.16,1.77,25.52,6.75,64.01554055,38.71800003,44.74454697,32.69145309,11686365300,38.13817472,0.118627136,2.706370303
1,1.24,1.73,25.42,7.31,68.72874303,39.37900009,45.71835602,33.03964416,12655657600,38.92406278,1.261583206,1.667476026
1,1.18,1.88,27.86,8.14,65.85793208,39.96325016,46.23454787,33.69195245,11842531400,39.53415222,1.261583206,1.667476026
0,1.21,1.8,25.63,7.33,58.39836684,40.39025021,46.05277552,34.72772489,11120446500,39.79947102,1.261583206,1.667476026
0,1.37,1.81,25.32,7.01,56.43163697,40.71400013,45.81600609,35.61199417,10255179400,39.95761655,1.261583206,1.667476026
0,1.28,1.98,27.4,7.75,58.16081238,40.98575001,45.84162812,36.1298719,11168692100,40.19403389,2.130110004,2.241916613
1,1.41,2.07,29.27,7.97,62.14024732,41.27349987,46.32521733,36.22178241,11893220600,40.63745909,2.130110004,2.241916613
1,1.35,2.26,46.19,8.71,62.39596447,41.62749977,46.68468,36.57031954,12494713000,41.0538914,2.130110004,2.241916613
1,1.39,2.22,42.19,8.68,63.82668919,42.10899982,46.85040841,37.36759124,13112702100,41.51352089,2.130110004,2.241916613
0,1.34,2.79,156.63,11.45,57.22387372,42.25849991,46.96843087,37.54856894,12284698400,41.69604274,2.442583297,2.945385182
0,1.21,2.5,129.2,9.45,58.04423603,42.44599991,47.0970832,37.79491662,13053798900,41.90213397,2.442583297,2.945385182
1,1.15,2.55,78.45,10.19,62.26700219,42.86149979,47.28596036,38.43703921,13686169500,42.31050203,2.442583297,2.945385182
1,1.06,2.45,69.86,10.76,64.19891977,43.16349964,47.93413171,38.39286757,14600590800,42.79045407,2.442583297,2.945385182
1,0.87,2.6,31.33,11.87,62.7376958,43.57349968,48.13014889,39.01685047,13557306700,43.17802993,1.812210075,2.294439305
1,1.02,2.5,29.71,11.3,69.02803535,44.00149956,49.52689624,38.47610288,14302178600,43.91536024,1.812210075,2.294439305
1,0.83,2.48,30.88,11.95,73.24509233,44.5904995,51.70209939,37.47889961,15048284200,44.91770675,1.812210075,2.294439305
1,0.92,2.27,29.97,12.41,74.22225945,45.24699936,53.66604895,36.82794977,15750731400,45.91125835,1.812210075,2.294439305
0,0.76,2.25,26.59,12.49,50.15802315,45.4319994,53.58858786,37.27541093,14524835800,45.75304327,1.233584396,-2.767953145
0,0.87,2.78,18.34,10.12,50.82318728,45.70449944,53.36302739,38.04597148,15702040500,45.6508487,1.233584396,-2.767953145
0,1.09,2.99,20.36,10.7,57.48728074,46.16699944,53.53227428,38.80172459,16665099500,46.00505348,1.233584396,-2.767953145
1,1.13,2.84,25.11,11.25,63.67080254,46.76099949,54.87414606,38.64785291,17600107700,46.84647697,1.233584396,-2.767953145
1,1.32,2.22,30.42,12.21,60.01046541,47.07699947,55.59018421,38.56381473,16389649100,47.40490765,4.697858864,5.946623245
1,1.33,2.21,31.35,11.12,61.57411008,47.51599941,56.51520224,38.51679659,17276217700,48.04348793,4.697858864,5.946623245
0,1.47,1.89,28.92,10.5,58.67957676,48.02349949,56.93776728,39.10923169,16428002700,48.46506063,4.697858864,5.946623245
1,1.52,1.88,25.97,10.32,65.79594973,48.91099949,58.5403916,39.28160738,17473284100,49.4883881,4.697858864,5.946623245
1,1.13,1.86,26.18,11.12,68.23474611,49.88899956,60.60295645,39.17504266,18704099100,50.67997019,8.002799821,2.06180457
1,1.18,1.68,26.45,10.97,69.0108665,50.79199963,62.63928705,38.94471221,19836723300,51.84473491,8.002799821,2.06180457
0,1.13,1.82,29.16,12.13,57.54632027,51.34249973,63.0866944,39.59830506,19020182400,52.24237925,8.002799821,2.06180457
1,1.13,1.74,24.41,10.62,64.53569234,52.22899971,64.83507431,39.62292511,19862101000,53.32500986,8.002799821,2.06180457
1,1.15,1.62,28.83,11.41,64.53569234,52.22899971,64.83507431,39.62292511,19862101000,53.32500986,8.002799821,2.06180457
1,1.15,1.68,27.2,10.64,64.53569234,52.22899971,64.83507431,39.62292511,19862101000,53.32500986,8.002799821,2.06180457
1,0.69,0.95,16.16,2.24,77.91651775,12.83974996,22.62848912,3.051010796,15049147800,14.85505697,1.464832656,1.841876169
1,0.72,0.94,18.44,2.38,81.89326753,13.71700001,24.82686526,2.607134751,16304528800,15.9150516,1.464832656,1.841876169
1,0.74,0.94,19.94,2.68,77.65043447,14.62700002,26.29552814,2.958471906,14327959400,16.78218959,1.622222977,2.287772842
1,0.79,0.92,17.99,2.54,79.77834364,15.60750003,27.90373441,3.311265647,16138338200,17.74007631,1.622222977,2.287772842
1,0.74,0.9,18.59,2.69,79.83514463,16.53000002,29.29627202,3.763728015,17627796600,18.61149755,1.622222977,2.287772842
1,0.82,0.91,16.63,2.61,82.12270502,17.55874996,30.85339237,4.264107554,19805371800,19.60135485,1.622222977,2.287772842
1,0.78,0.91,17.83,2.84,78.62562296,18.49974999,32.01780922,4.981690767,18003429400,20.42360683,0.118627136,2.706370303
1,0.7,0.9,16.75,2.75,80.731448,19.56899996,33.19518861,5.942811308,20084226600,21.34231091,0.118627136,2.706370303
0,0.76,0.93,17.35,2.89,73.77812148,20.53899999,33.78574974,7.292250236,18184271000,22.01828135,0.118627136,2.706370303
0,0.66,0.92,17.47,2.74,72.84544115,21.40050001,34.2859981,8.515001921,16895759800,22.60844504,0.118627136,2.706370303
1,0.68,1.01,16.99,2.65,76.19439373,22.30950007,35.08020493,9.538795215,18437833800,23.36383132,1.261583206,1.667476026
1,0.8,1.06,18.11,2.83,78.69539137,23.30575013,36.02169133,10.58980893,19666701800,24.24299036,1.261583206,1.667476026
1,0.84,1.05,19.47,2.98,79.34913959,24.44125004,36.39933263,12.48316745,20716681800,25.09318158,1.261583206,1.667476026
1,0.84,1.13,19.12,2.99,80.84113106,25.57475014,36.8224218,14.32707847,22041023800,25.99145014,1.261583206,1.667476026
1,0.76,1.13,19.04,3.06,83.70838929,26.70400014,38.01499563,15.39300465,23089200400,27.09607395,2.130110004,2.241916613
1,0.8,1.12,19.59,3.24,84.77328839,27.85075006,39.23254275,16.46895738,24265542400,28.22216197,2.130110004,2.241916613
1,0.67,1.16,19.21,3.36,82.84402885,28.88125,40.19365921,17.56884079,22995922400,29.19909889,2.130110004,2.241916613
1,0.74,1.17,18.11,3.27,84.22368285,29.94974995,41.2430633,18.65643659,24611514200,30.23251797,2.130110004,2.241916613
0,0.74,0.94,8.23,2.73,63.59611646,30.60874987,41.25339534,19.96410439,22919116200,30.60751608,2.442583297,2.945385182
0,0.98,0.96,6.82,2.28,59.93955845,31.20549994,40.89590545,21.51509442,21072029500,30.81727659,2.442583297,2.945385182
0,0.96,0.91,6.32,2.14,64.17979278,31.84799995,40.8390712,22.85692871,22300066400,31.2546788,2.442583297,2.945385182
0,1.18,1.02,6.7,2.27,60.56842986,32.25124989,40.87005073,23.63244904,20833411600,31.52089979,2.442583297,2.945385182
1,0.79,1.56,13.21,2.16,68.80967781,32.99924984,41.57446021,24.42403947,22097250400,32.32652834,1.812210075,2.294439305
1,0.73,1.46,14.87,2.41,71.31392768,33.77124977,42.75954695,24.78295259,23220964000,33.27447791,1.812210075,2.294439305
1,0.69,1.4,15.89,2.5,74.04591692,34.68074989,44.35483784,25.00666195,24258539800,34.39881352,1.812210075,2.294439305
1,0.86,1.36,16.52,2.62,73.74876133,35.479,45.76345788,25.19454211,23125672600,35.4055933,1.812210075,2.294439305
0,0.84,1.3,15.67,2.47,52.07981578,35.78625002,45.5401681,26.03233194,21336473700,35.30791785,1.233584396,-2.767953145
0,0.87,1.33,13.44,1.92,57.87033442,36.23175001,45.71067087,26.75282915,22711538200,35.65763992,1.233584396,-2.767953145
1,0.97,1.32,15.45,2.13,65.06510198,37.1227499,46.85133141,27.39416839,23836318800,36.66738834,1.233584396,-2.767953145
1,0.93,1.27,20.49,2.45,69.75631764,38.33199997,49.26842707,27.39557287,24922290100,38.16573245,1.233584396,-2.767953145
1,0.93,1.21,22.76,2.65,70.92722975,39.51049995,51.82699295,27.19400695,26082994000,39.68423418,4.697858864,5.946623245
1,0.96,1.18,21.16,2.68,72.85336759,40.73174992,54.78457493,26.6789249,27116986000,41.33525954,4.697858864,5.946623245
1,0.92,1.09,21.01,2.76,70.95703426,41.86975002,56.93836174,26.80113831,26208873200,42.72523485,4.697858864,5.946623245
0,1.03,1.07,17.73,2.68,62.02450607,42.66000004,57.76268804,27.55731204,24935129500,43.44949837,4.697858864,5.946623245
0,0.85,1.04,16.24,2.39,57.16684387,43.12150002,58.14013496,28.10286507,23506954900,43.7704985,8.002799821,2.06180457
0,0.86,1.05,14.76,2.24,48.35868955,43.13750019,58.13886859,28.13613179,21986116300,43.33902261,8.002799821,2.06180457
0,0.88,1.08,12.53,1.92,39.73809751,42.68000021,58.7422161,26.61778432,20402040400,42.00482997,8.002799821,2.06180457
0,0.84,1.22,23.95,1.61,45.6736759,42.42600031,58.80410005,26.04790057,22054879300,41.33484628,8.002799821,2.06180457
0,0.78,1.24,28.15,1.87,45.6736759,42.42600031,58.80410005,26.04790057,22054879300,41.33484628,8.002799821,2.06180457
0,0.69,1.22,28.26,1.94,45.6736759,42.42600031,58.80410005,26.04790057,22054879300,41.33484628,8.002799821,2.06180457
1,1.35,0.45,9.98,1.53,64.62985711,49.40026407,71.8906318,26.90989635,8601553956,54.25094016,1.464832656,1.841876169
1,1.38,0.42,10.5,1.66,65.29275325,50.9583642,74.76520365,27.15152475,8898037856,55.81275553,1.464832656,1.841876169
1,1.26,0.42,9.45,1.66,64.94778529,52.98324833,76.14526514,29.82123152,8567062056,57.19725486,1.622222977,2.287772842
1,1.19,0.4,9.44,1.62,72.86340066,55.66659679,80.85819275,30.47500084,8915221856,59.91465948,1.622222977,2.287772842
1,1.16,0.38,11.48,1.9,63.60104175,57.77128582,82.54303881,32.99953283,8594761656,61.49612016,1.622222977,2.287772842
0,1.15,0.38,10.02,1.7,57.25255059,59.27771034,82.92220308,35.6332176,8028450956,62.21648944,1.622222977,2.287772842
0,1.31,0.43,12.38,1.64,52.14327458,60.44032345,82.19485856,38.68578833,7523838956,62.22063314,0.118627136,2.706370303
0,1.13,0.46,15.28,1.58,51.52430313,61.63971748,80.65881637,42.6206186,7135921456,62.14342997,0.118627136,2.706370303
0,1.37,0.51,27.45,1.56,42.8553574,61.84872551,80.15673657,43.54071445,6469397256,60.79262703,0.118627136,2.706370303
0,1.17,0.56,-58.17,1.34,42.13448549,61.58753757,80.59088133,42.58419381,5918537156,59.44951956,0.118627136,2.706370303
0,0.95,0.63,-13.02,1.45,38.59977786,60.55710754,81.71524757,39.39896752,4946543556,57.62289869,1.261583206,1.667476026
0,1.24,0.75,-8.07,1.27,41.34824512,59.87117844,82.25858545,37.48377142,5497979756,56.28738439,1.261583206,1.667476026
0,1.26,0.76,-7.65,1.44,41.2705782,59.63118439,82.60611229,36.65625648,4986543456,55.06668123,1.261583206,1.667476026
1,1.28,0.79,-7.66,1.49,46.7929355,59.36068401,82.6467302,36.07463783,5478792556,54.59747343,1.261583206,1.667476026
1,1.25,0.78,-17.18,1.78,46.60190798,58.95699978,82.60443401,35.30956555,5004877856,54.14723777,2.130110004,2.241916613
1,1.43,0.75,-39.51,1.74,42.51095775,58.36099968,82.87362302,33.84837634,4503311656,53.17702456,2.130110004,2.241916613
